itemID,WeekGroup,count,count_diff1,count_diff2,count_diff3,count_diff4,count_diff5,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,cluster,simulationPrice,brand,manufacturer,customerRating,category1,category2,category3,recommendedRetailPrice
20,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,605.04,0,6,5.0,1,5,1,566.03
21,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.44,0,10,5.0,1,3,1,14.5
22,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,37.38,0,10,3.0,1,5,1,36.16
23,11,,0.0,0.0,0.00020712510356255177,0.0,0.00020712510356255177,0,0,0,0,4.0,31.58,0,5,5.0,1,4,1,25.65
24,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,1.81,0,8,3.71,1,1,1,9.31
25,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10.5,0,11,5.0,1,1,1,27.38
26,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.27,0,8,5.0,1,1,1,23.62
27,11,,0.0,0.0,0.0,0.00020712510356255177,0.0,0,0,0,0,4.0,1.64,0,8,2.6,1,1,1,5.44
28,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,67.75,0,2,0.0,1,1,1,47.36
29,11,,0.0,0.0,0.0006213753106876553,0.0,0.0,0,0,0,0,4.0,56.13,0,12,4.6,1,6,1,29.19
30,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,82.67,0,5,3.75,1,3,1,131.58
31,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.12,0,1,5.0,1,1,1,18.87
32,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,32.09,0,1,4.6,1,1,1,26.49
33,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,44.12,0,4,3.33,1,1,1,24.08
34,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,80.28,0,4,5.0,1,1,1,40.08
35,11,,0.11019055509527755,0.0022783761391880694,0.002899751449875725,0.005799502899751449,0.0006213753106876553,0,0,0,0,5.0,337.84,0,5,5.0,1,1,1,173.86
36,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1490.64,1,13,0.0,1,5,1,1949.67
37,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,24.01,0,1,5.0,1,1,1,17.1
38,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4.0,23.17,0,3,0.0,1,6,1,20.28
39,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,56.06,0,10,5.0,1,3,1,54.88
40,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,804.57,0,6,4.0,1,5,1,442.51
41,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,133.27,0,14,5.0,1,1,1,105.89
42,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,17.72,0,5,1.0,1,4,1,28.48
43,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,98.2,0,5,0.0,1,1,1,86.24
44,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,16.33,0,4,0.0,1,1,1,19.3
45,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.98,0,4,4.0,1,1,1,14.36
46,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7.2,0,4,0.0,1,1,1,14.28
47,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,262.92,0,15,5.0,1,3,1,98.55
48,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,56.31,0,2,0.0,1,1,1,42.47
49,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,84.6,0,5,4.0,1,4,1,40.96
50,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,123.15,0,5,2.5,1,1,1,70.08
51,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,37.53,0,4,5.0,1,1,1,25.47
52,11,,0.00020712510356255177,0.00020712510356255177,0.0006213753106876553,0.0,0.012634631317315658,0,0,0,0,4.0,10.51,0,16,4.0,1,1,1,14.18
53,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,53.79,0,7,5.0,1,2,1,30.63
54,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.57,0,4,0.0,1,1,1,11.15
55,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.57,0,4,5.0,1,1,1,9.63
56,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,9.99,0,4,0.0,1,1,1,16.17
57,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,301.25,0,6,0.0,1,3,1,236.68
58,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,277.72,0,17,0.0,1,1,1,326.3
59,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2331.94,0,16,0.0,1,1,1,1419.0
60,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,99.45,0,14,0.0,1,1,1,76.55
61,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.38,0,4,0.0,1,1,1,10.15
62,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,9.72,0,4,5.0,1,1,1,18.18
63,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,63.0,0,9,5.0,1,1,1,49.71
64,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,17.02,0,2,0.0,1,1,1,23.54
65,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.69,0,2,0.0,1,1,1,11.49
66,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,100.35,0,10,5.0,1,5,1,48.82
67,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,42.34,0,7,5.0,1,1,1,28.92
68,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,24.24,0,2,3.0,1,1,1,20.96
69,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,33.5,0,2,0.0,1,1,1,19.52
70,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2584.94,0,5,0.0,1,1,1,1248.45
71,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,420.37,0,5,5.0,1,1,1,515.91
72,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.45,0,2,0.0,1,1,1,19.7
73,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,17.9,0,2,5.0,1,1,1,14.9
74,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,27.15,0,2,5.0,1,2,1,25.0
75,11,,0.0,0.0,0.00020712510356255177,0.0,0.0033140016570008283,0,0,0,0,4.0,31.34,0,17,5.0,1,5,1,29.9
76,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,844.19,0,5,0.0,1,4,1,675.88
77,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,233.14,0,5,4.0,1,1,1,178.18
78,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,41.59,0,7,4.5,1,1,1,35.38
79,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,31.92,0,7,5.0,1,2,1,29.7
80,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,9.06,0,18,0.0,1,7,1,23.4
81,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,102.21,0,8,5.0,1,1,1,40.08
82,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.35,0,14,0.0,1,7,1,15.0
83,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.19,0,4,0.0,1,1,1,12.89
84,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,31.45,0,10,5.0,1,5,1,33.8
85,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.02,0,10,4.0,1,3,1,17.23
86,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,25.53,0,6,3.0,1,1,1,51.59
87,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,73.53,0,19,5.0,1,6,1,37.97
88,11,,0.0,0.0006213753106876553,0.0,0.0,0.0,0,0,0,0,2.0,1620.82,0,6,0.0,1,4,1,1351.9
89,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,698.36,0,6,5.0,1,5,1,362.1
90,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,110.94,0,2,0.0,1,1,1,51.07
91,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,60.03,0,7,0.0,1,2,1,24.84
92,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,5.41,0,7,5.0,1,5,1,15.19
93,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,43.68,0,5,0.0,1,1,1,97.17
94,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,195.1,0,5,0.0,1,4,1,200.11
95,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,29.1,0,4,0.0,1,1,1,23.62
96,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.47,0,4,5.0,1,1,1,19.15
97,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,51.53,0,4,5.0,1,1,1,34.04
98,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,30.97,0,12,0.0,1,1,1,26.22
99,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,610.36,0,16,0.0,1,1,1,796.1
100,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,28.71,0,4,0.0,1,1,1,23.62
101,11,,0.0,0.0,0.0004142502071251035,0.0006213753106876553,0.0,0,0,0,0,2.0,12.51,0,3,3.0,1,7,1,17.82
102,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,37.86,0,3,5.0,1,7,1,26.45
103,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,30.95,0,3,0.0,1,1,1,30.69
104,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,26.56,0,7,0.0,1,2,1,22.29
105,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,85.46,0,8,0.0,1,1,1,61.1
106,11,,0.00020712510356255177,0.0,0.0,0.0,0.0,0,0,0,0,2.0,12.74,0,8,0.0,1,1,1,25.33
107,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.56,0,8,5.0,1,4,1,18.9
108,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.87,0,1,5.0,1,1,1,13.35
109,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.8,0,1,5.0,1,1,1,11.83
110,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,61.07,0,5,1.0,1,4,1,64.72
111,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.51,0,7,0.0,1,1,1,15.5
112,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12.22,0,1,4.75,1,1,1,14.45
113,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.71,0,8,0.0,1,1,1,7.85
114,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,46.9,0,8,4.0,1,4,1,25.4
115,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,78.46,0,20,4.89,1,1,1,44.54
116,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,451.06,0,21,0.0,1,4,1,527.91
117,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,10.19,0,10,5.0,1,6,1,19.2
118,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12.22,0,10,1.0,1,6,1,20.4
119,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1012.22,0,21,0.0,1,1,1,1316.52
120,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,19.12,0,14,0.0,1,4,1,11.29
121,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,51.48,0,4,5.0,1,1,1,30.13
122,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.48,0,4,4.0,1,1,1,14.43
123,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,36.63,0,22,0.0,1,6,1,26.64
124,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,63.21,0,22,5.0,1,6,1,33.81
125,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.07,0,23,0.0,1,1,1,9.6
126,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,13.63,0,23,0.0,1,1,1,13.08
127,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,628.72,0,8,0.0,1,1,1,448.75
128,11,,0.0,0.0006213753106876553,0.0,0.0,0.0,0,0,0,0,2.0,42.38,0,16,5.0,1,4,1,25.96
129,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,23.8,0,7,5.0,1,1,1,21.41
130,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.73,0,14,0.0,1,1,1,24.03
131,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,243.74,0,22,0.0,1,5,1,159.12
132,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,375.72,0,22,4.0,1,5,1,194.46
133,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,25.62,0,22,0.0,1,5,1,64.31
134,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,208.24,0,22,0.0,1,5,1,159.9
135,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,33.9,0,5,0.0,1,4,1,40.4
136,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.68,0,7,4.0,1,6,1,9.16
137,11,,0.0,0.0,0.0,0.003935376967688484,0.0,0,0,0,0,2.0,42.26,0,16,5.0,1,1,1,28.86
138,11,,0.0012427506213753105,0.0004142502071251035,0.0004142502071251035,0.0004142502071251035,0.0014498757249378623,0,0,0,0,4.0,11.85,0,16,5.0,1,6,1,11.0
139,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,218.86,1,14,0.0,1,1,1,315.92
140,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6940.08,0,5,0.0,1,1,1,5752.63
141,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,635.39,1,13,0.0,1,7,1,715.14
142,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1241.94,1,13,0.0,1,7,1,1346.88
143,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,28.99,0,19,5.0,1,5,1,43.24
144,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,121.07,0,5,0.0,1,4,1,87.01
145,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,204.47,0,22,0.0,1,6,1,117.35
146,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.12,0,12,5.0,1,1,1,35.7
147,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,763.52,0,14,3.0,1,1,1,354.62
148,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,17.75,0,2,5.0,1,1,1,21.25
149,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,48.45,0,5,0.0,1,1,1,70.55
150,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,430.62,1,13,0.0,1,6,1,571.91
151,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.5,0,2,0.0,1,2,1,15.08
152,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10.71,0,14,5.0,1,1,1,34.4
153,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,122.85,0,14,0.0,1,1,1,59.05
154,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,21.04,0,24,5.0,1,5,1,26.65
155,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1414.26,0,5,0.0,1,1,1,1869.15
156,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,47.82,0,5,0.0,1,1,1,75.19
157,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,147.38,0,10,0.0,1,7,1,81.0
158,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,152.7,0,10,5.0,1,5,1,91.77
159,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,35.14,0,7,0.0,1,2,1,36.72
160,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.09,0,7,4.5,1,1,1,10.98
161,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,15.21,0,7,5.0,1,1,1,23.25
162,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,58.2,0,7,4.75,1,1,1,28.46
163,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,15.9,0,2,0.0,1,4,1,13.9
164,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,28.99,0,2,0.0,1,5,1,33.52
165,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,112.92,0,6,0.0,1,5,1,125.91
166,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,261.99,0,19,5.0,1,4,1,171.32
167,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,85.34,0,5,0.0,1,1,1,87.09
168,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,42.81,0,19,5.0,1,5,1,39.37
169,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.35,0,20,5.0,1,6,1,24.78
170,11,,0.0,0.0,0.017812758906379452,0.0004142502071251035,0.00020712510356255177,0,0,0,0,4.0,20.2,0,19,5.0,1,6,1,25.42
171,11,,0.0,0.0,0.02236951118475559,0.0006213753106876553,0.0,0,0,0,0,2.0,79.59,0,19,5.0,1,6,1,44.32
172,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,36.63,0,22,4.5,1,4,1,28.89
173,11,,0.0004142502071251035,0.008699254349627174,0.0,0.0,0.0,0,0,0,0,4.0,15.36,0,22,0.0,1,6,1,20.03
174,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10.58,0,22,4.0,1,6,1,13.69
175,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7.07,0,22,2.33,1,1,1,14.74
176,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10.47,0,22,3.0,1,1,1,20.01
177,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,38.97,0,22,1.0,1,5,1,25.24
178,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,145.53,0,14,0.0,1,1,1,156.31
179,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,194.39,0,14,0.0,1,1,1,175.26
180,11,,0.013048881524440762,0.0,0.030861640430820212,0.0,0.0,0,0,0,0,2.0,12.62,0,14,4.0,1,1,1,18.67
181,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.29,0,22,1.0,1,1,1,14.36
182,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,9.48,0,22,0.0,1,6,1,14.53
183,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,17.74,0,22,3.0,1,6,1,15.79
184,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,28.9,0,22,5.0,1,6,1,22.82
185,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,46.9,0,22,1.0,1,6,1,25.27
186,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4.0,12.95,0,22,5.0,1,6,1,19.84
187,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8.29,0,22,5.0,1,6,1,18.71
188,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,69.16,0,22,5.0,1,1,1,27.4
189,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,15.42,0,22,0.0,1,1,1,18.71
190,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.89,0,22,4.0,1,1,1,12.85
191,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.87,0,22,4.0,1,1,1,15.89
192,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,44.41,0,22,5.0,1,1,1,26.08
193,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.97,0,22,0.0,1,1,1,9.46
194,11,,0.00020712510356255177,0.0004142502071251035,0.0006213753106876553,0.03127589063794532,0.0,0,0,0,0,4.0,11.4,0,22,5.0,1,5,1,17.18
195,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14.95,0,22,4.5,1,1,1,18.14
196,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,68.77,0,17,0.0,1,3,1,36.96
197,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,179.95,0,17,0.0,1,1,1,145.52
198,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,222.33,0,8,0.0,1,4,1,151.84
199,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,37.3,0,6,0.0,1,5,1,36.71
200,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,16.01,0,8,0.0,1,2,1,21.39
201,11,,0.0,0.0,0.0,0.00807787903893952,0.0,0,0,0,0,2.0,19.56,0,8,0.0,1,2,1,17.74
202,11,,0.0004142502071251035,0.0,0.0,0.005385252692626346,0.0,0,0,0,0,4.0,36.63,0,8,4.67,1,4,1,25.57
203,11,,0.0,0.0,0.00020712510356255177,0.002899751449875725,0.0,0,0,0,0,2.0,6.47,0,8,4.33,1,4,1,15.34
204,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,150.4,0,8,5.0,1,4,1,101.12
205,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,31.24,0,8,4.75,1,6,1,17.79
206,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,7.06,0,8,4.5,1,6,1,9.16
207,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,31.44,0,8,0.0,1,6,1,14.55
208,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,13.35,0,8,5.0,1,6,1,12.73
209,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,5.11,0,8,5.0,1,6,1,9.03
210,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,32.5,0,8,4.8,1,3,1,18.3
211,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1395.3,0,6,5.0,1,3,1,803.87
212,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,30.27,0,6,5.0,1,5,1,50.84
213,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20.12,0,17,5.0,1,5,1,17.91
214,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.39,0,17,5.0,1,1,1,8.9
215,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,31.77,0,4,0.0,1,1,1,19.43
216,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,41.97,0,19,5.0,1,1,1,61.64
217,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.89,0,5,5.0,1,4,1,14.94
218,11,,0.0014498757249378623,0.0014498757249378623,0.0006213753106876553,0.0004142502071251035,0.0008285004142502071,0,0,0,0,4.0,15.45,0,16,5.0,1,1,1,11.48
219,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,29.95,0,7,0.0,1,2,1,29.97
220,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,9.3,0,7,0.0,1,1,1,23.36
221,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,45.05,0,7,5.0,1,4,1,22.05
222,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.12,0,7,5.0,1,4,1,9.28
223,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,47.65,0,17,0.0,1,5,1,26.64
224,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,57.5,0,17,5.0,1,6,1,29.52
225,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,31.35,0,9,0.0,1,1,1,124.72
226,11,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,27.54,0,5,5.0,1,1,1,102.55
