antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({2352}),frozenset({2582}),0.00038294002201905126,0.015580872145900149,0.00035900627064286054,0.9375,60.169930875576036,0.0003530397311202335,15.750706045665599
frozenset({1875}),frozenset({2582}),0.00038294002201905126,0.015580872145900149,0.00035900627064286054,0.9375,60.169930875576036,0.0003530397311202335,15.750706045665599
frozenset({1243}),frozenset({1242}),0.001124886314680963,0.0011488200660571537,0.001053085060552391,0.9361702127659576,814.8971631205676,0.0010517927685820526,15.648668485631804
frozenset({5414}),frozenset({5412}),0.0033028576899143173,0.003996936479823848,0.003087453927528601,0.9347826086956521,233.87477219474093,0.0030742526151401155,15.27204697397602
frozenset({5229}),frozenset({5227}),0.0014599588339476329,0.0022737063807381167,0.0013642238284428702,0.9344262295081969,410.9704918032788,0.0013609043107265086,15.215325977693778
frozenset({1866}),frozenset({2582}),0.00035900627064286054,0.015580872145900149,0.00033507251926666987,0.9333333333333335,59.902508960573485,0.000329478888464207,14.766286917811527
frozenset({6778}),frozenset({6780}),0.0013642238284428702,0.0035900627064286055,0.0012684888229381073,0.9298245614035088,258.9995321637427,0.0012635911738483933,14.198841606433394
frozenset({6575}),frozenset({6574}),0.00033507251926666987,0.00045474127614762337,0.00031113876789047915,0.9285714285714285,2041.9774436090224,0.0003109863965854658,13.993633622133917
frozenset({4324}),frozenset({4325}),0.0019865013642238285,0.0024651763917476425,0.0018428988559666842,0.927710843373494,376.3263539595274,0.001838001779701425,13.799231726580823
frozenset({4311}),frozenset({4310}),0.006222775357809583,0.006533914125700062,0.005720166578909578,0.9192307692307692,140.68608058608058,0.005679507499098128,12.300056301300849
frozenset({1242}),frozenset({1243}),0.0011488200660571537,0.001124886314680963,0.001053085060552391,0.9166666666666667,814.8971631205675,0.0010517927685820526,11.98650136422384
frozenset({5011}),frozenset({5012}),0.00169929634770954,0.0022258388779857353,0.0015556938394523958,0.9154929577464789,411.3024382856278,0.0015519114795764447,11.806994239943835
frozenset({7243}),frozenset({7231}),0.0005265425302761955,0.0034464601981714616,0.0004786750275238141,0.9090909090909091,263.7752525252525,0.0004768603196505727,10.962088937820111
frozenset({7060}),frozenset({7059}),0.0004786750275238141,0.002513043894500024,0.0004308075247714327,0.9,358.13142857142856,0.0004296045934160643,9.974869561055002
frozenset({8249}),frozenset({7840}),0.0028241826623905033,0.005169690297257192,0.0025369776458762146,0.8983050847457626,173.76381042059006,0.0025223774961687724,9.782498045410298
frozenset({6526}),frozenset({6538}),0.0017471638504619213,0.005720166578909578,0.0015556938394523958,0.8904109589041096,155.66171834699375,0.0015456997711871044,9.072803479967451
frozenset({1907}),frozenset({2582}),0.0004308075247714327,0.015580872145900149,0.00038294002201905126,0.8888888888888888,57.0500085338795,0.00037622766505609583,8.859772150686895
frozenset({2093}),frozenset({2679}),0.0006222775357809583,0.008640084246804845,0.0005504762816523862,0.8846153846153847,102.38504155124654,0.0005450997513183446,8.591785936527698
frozenset({9335}),frozenset({9735}),0.000406873773395242,0.0006222775357809583,0.00035900627064286054,0.8823529411764706,1417.9411764705883,0.00035875308223377823,8.49471064094586
frozenset({4310}),frozenset({4311}),0.006533914125700062,0.006222775357809583,0.005720166578909578,0.8754578754578753,140.68608058608058,0.005679507499098128,7.979446539038757
frozenset({6948}),frozenset({6774}),0.0005744100330285769,0.0016514288449571586,0.0005026087789000048,0.8750000000000001,529.8442028985507,0.0005016601816026286,7.98678856924035
frozenset({6822}),frozenset({6823}),0.001292422574314298,0.0014120913311952516,0.001124886314680963,0.8703703703703702,616.3697426239797,0.0011230612959675327,7.7033924383022
frozenset({2270}),frozenset({2582}),0.00035900627064286054,0.015580872145900149,0.00031113876789047915,0.8666666666666667,55.62375832053252,0.0003055451370880163,7.383143458905751
frozenset({7233}),frozenset({7231}),0.0005265425302761955,0.0034464601981714616,0.00045474127614762337,0.8636363636363635,250.58648989898987,0.00045292656827438196,7.308059291880071
frozenset({7050}),frozenset({6940}),0.005193624048633383,0.007922071705519123,0.004475611507347661,0.8617511520737327,108.77850947415317,0.004434467245222879,7.1760303479967416
frozenset({7051}),frozenset({6940}),0.0008616150495428654,0.007922071705519123,0.0007419462926619118,0.861111111111111,108.69771735481704,0.0007351205164568788,7.142961083720259
frozenset({5230}),frozenset({5231}),0.0035900627064286055,0.005026087789000048,0.003087453927528601,0.86,171.1072380952381,0.0030694099571980755,7.106956515792856
frozenset({568}),frozenset({569}),0.0011727538174333444,0.0028002489110143126,0.0010052175578000096,0.8571428571428572,306.0952380952381,0.001001933555199854,6.980398257622904
frozenset({3446}),frozenset({2406}),0.0006701450385333397,0.005935570341295294,0.0005744100330285769,0.8571428571428571,144.4078341013825,0.0005704323400134921,6.958451007610931
frozenset({6109}),frozenset({5438}),0.0006701450385333397,0.0008616150495428654,0.0005744100330285769,0.8571428571428571,994.8095238095237,0.000573832625978,6.993968694653198
frozenset({6858}),frozenset({6646}),0.002321573883490498,0.0071322579101048295,0.0019865013642238285,0.8556701030927836,119.97183975645196,0.0019699433005294104,6.879155070194277
frozenset({4557}),frozenset({4374}),0.000981283806423819,0.00169929634770954,0.0008376812981666747,0.8536585365853658,502.3600137409824,0.0008360138061783522,6.821721474957317
frozenset({3674}),frozenset({3673}),0.0005983437844047676,0.0007898137954142932,0.0005026087789000048,0.8400000000000001,1063.5418181818184,0.0005021361987246815,6.245063663778664
frozenset({1867}),frozenset({2582}),0.0005983437844047676,0.015580872145900149,0.0005026087789000048,0.8400000000000001,53.91225806451613,0.0004932860608959001,6.1526195490881275
frozenset({377}),frozenset({27}),0.0011727538174333444,0.001388157579819061,0.000981283806423819,0.8367346938775511,602.7663617171006,0.000979655839322887,6.11649753482361
frozenset({4937}),frozenset({7014}),0.002489110143123833,0.0034943277009238426,0.0020822363697285914,0.8365384615384616,239.39897260273975,0.002073538603204823,6.096269995241408
frozenset({2071}),frozenset({2678}),0.0007180125412857211,0.013785840792685846,0.0005983437844047676,0.8333333333333334,60.44849537037037,0.0005884453778234509,5.917284955243886
frozenset({7225}),frozenset({7231}),0.0005744100330285769,0.0034464601981714616,0.0004786750275238141,0.8333333333333334,241.79398148148147,0.00047669534620755076,5.979321238810972
frozenset({2351}),frozenset({2582}),0.0004308075247714327,0.015580872145900149,0.00035900627064286054,0.8333333333333333,53.484383000512025,0.0003522939136799051,5.906514767124597
frozenset({2378}),frozenset({2582}),0.0008376812981666747,0.015580872145900149,0.0006940787899095305,0.8285714285714286,53.178757954794825,0.0006810269847037838,5.742444912482251
frozenset({7224}),frozenset({7231}),0.000406873773395242,0.0034464601981714616,0.00033507251926666987,0.8235294117647058,238.94934640522874,0.0003336702450009833,5.647136725543694
frozenset({7959}),frozenset({8404}),0.0010770188119285818,0.010004308075247714,0.000885548800919056,0.8222222222222221,82.18681552365761,0.0008747739729216852,5.568725767076727
frozenset({2248}),frozenset({2582}),0.0006701450385333397,0.015580872145900149,0.0005504762816523862,0.8214285714285715,52.72032038621901,0.000540034837487789,5.512747115982962
frozenset({6692}),frozenset({6693}),0.000646211287157149,0.0005504762816523862,0.0005265425302761955,0.8148148148148149,1480.1996779388085,0.0005261868062896794,5.397027428079079
frozenset({1906}),frozenset({2582}),0.000646211287157149,0.015580872145900149,0.0005265425302761955,0.8148148148148149,52.29584115605621,0.0005164739948317625,5.315863290412142
frozenset({5258}),frozenset({5065}),0.00038294002201905126,0.005815901584414341,0.00031113876789047915,0.8125,139.70318930041154,0.0003089116264096829,5.30231519154979
frozenset({2231}),frozenset({2661}),0.00038294002201905126,0.0038294002201905127,0.00031113876789047915,0.8125,212.17421875,0.00030967233728583965,5.312909865492317
frozenset({6859}),frozenset({6646}),0.000885548800919056,0.0071322579101048295,0.0007180125412857211,0.8108108108108107,113.68220569562851,0.0007116965788455823,5.248015208189444
frozenset({3440}),frozenset({2406}),0.0005026087789000048,0.005935570341295294,0.000406873773395242,0.8095238095238095,136.3851766513057,0.00040389050363392846,5.2188382557082
frozenset({1502}),frozenset({456}),0.0005026087789000048,0.0033746589440428894,0.000406873773395242,0.8095238095238095,239.88314758527522,0.0004051776401841726,5.232283040543775
frozenset({2619}),frozenset({2709}),0.0005026087789000048,0.0044516777559714706,0.000406873773395242,0.8095238095238095,181.84690220174093,0.00040463632107425686,5.22662869178115
frozenset({2040}),frozenset({2679}),0.0006222775357809583,0.008640084246804845,0.0005026087789000048,0.8076923076923077,93.48199445983379,0.0004972322485659632,5.155071561916615
frozenset({5450}),frozenset({5448}),0.0014838925853238236,0.010674453113781054,0.0011966875688095352,0.8064516129032258,75.54968899175466,0.0011808478269816087,5.111515325578797
frozenset({7316}),frozenset({6538}),0.0032071226844095544,0.005720166578909578,0.002584845148628596,0.8059701492537313,140.8997689377381,0.0025664998726347738,5.124365295324081
frozenset({2026}),frozenset({2679}),0.0007180125412857211,0.008640084246804845,0.0005744100330285769,0.8,92.59168975069252,0.0005682063441816058,4.956799578765977
frozenset({6790}),frozenset({6789}),0.0004786750275238141,0.0005504762816523862,0.00038294002201905126,0.7999999999999999,1453.2869565217388,0.0003826765227697801,4.997247618591737
frozenset({6824}),frozenset({4877}),0.0004786750275238141,0.007610932937628644,0.00038294002201905126,0.7999999999999999,105.11194968553458,0.00037929685848564997,4.961945335311856
frozenset({1295}),frozenset({1294}),0.0004786750275238141,0.0005026087789000048,0.00038294002201905126,0.7999999999999999,1591.695238095238,0.0003826994357479776,4.997486956105498
frozenset({6823}),frozenset({6822}),0.0014120913311952516,0.001292422574314298,0.001124886314680963,0.7966101694915253,616.3697426239798,0.0011230612959675327,4.910312255676285
frozenset({381}),frozenset({569}),0.001866832607342875,0.0028002489110143126,0.0014838925853238236,0.7948717948717948,283.8575498575498,0.0014786649893480657,4.861348786558804
frozenset({8338}),frozenset({8117}),0.000813747546790484,0.002752381408261931,0.000646211287157149,0.7941176470588235,288.5202046035805,0.0006439715435383441,4.8437741474455835
frozenset({2350}),frozenset({2582}),0.0019147001100952563,0.015580872145900149,0.0015078263367000143,0.7875,50.54274193548387,0.0014779936390868793,4.632560601666352
frozenset({6779}),frozenset({6781}),0.0014360250825714422,0.0017950313532143027,0.001124886314680963,0.7833333333333333,436.3897777777778,0.001122308604633745,4.607099855292857
frozenset({6579}),frozenset({6578}),0.0004308075247714327,0.0005983437844047676,0.00033507251926666987,0.7777777777777778,1299.8844444444446,0.00033481474826194807,4.497307452970179
frozenset({4294}),frozenset({4255}),0.0008616150495428654,0.002249772629361926,0.0006701450385333397,0.7777777777777778,345.7139479905438,0.0006682066005778319,4.489876023167872
frozenset({1852}),frozenset({2582}),0.0004308075247714327,0.015580872145900149,0.00033507251926666987,0.7777777777777778,49.918757467144566,0.00032836016230371445,4.4298860753434495
frozenset({5412}),frozenset({5414}),0.003996936479823848,0.0033028576899143173,0.003087453927528601,0.7724550898203593,233.87477219474093,0.0030742526151401155,4.380221651731166
frozenset({464}),frozenset({834}),0.0011488200660571537,0.0018189651045904935,0.000885548800919056,0.7708333333333334,423.7757675438597,0.0008834591373074447,4.355699061361788
frozenset({6614}),frozenset({6530}),0.000406873773395242,0.001053085060552391,0.00031113876789047915,0.7647058823529411,726.157754010695,0.00031071029519818606,4.245524388492652
frozenset({6495}),frozenset({6497}),0.0018189651045904935,0.001938633861471447,0.001388157579819061,0.7631578947368421,393.6575698505523,0.001384631272474467,4.214036879251566
frozenset({4926}),frozenset({4918}),0.0068689866449667325,0.005385094059642909,0.005241491551385764,0.7630662020905923,141.69969802555167,0.005204501412208187,4.197859970660035
frozenset({1294}),frozenset({1295}),0.0005026087789000048,0.0004786750275238141,0.00038294002201905126,0.7619047619047619,1591.695238095238,0.0003826994357479776,4.1979895648843994
frozenset({5349}),frozenset({5260}),0.0010770188119285818,0.008903355511942941,0.000813747546790484,0.7555555555555555,84.86188769414576,0.0008041584654148334,4.054486272905687
frozenset({8275}),frozenset({8404}),0.0014360250825714422,0.010004308075247714,0.0010770188119285818,0.7500000000000001,74.9677033492823,0.001062652374598754,3.959982767699011
frozenset({4338}),frozenset({4485}),0.0013402900770666795,0.013929443300942989,0.0010052175578000096,0.75,53.84278350515464,0.0009865480631646927,3.944282226796228
frozenset({4325}),frozenset({4324}),0.0024651763917476425,0.0019865013642238285,0.0018428988559666842,0.7475728155339806,376.3263539595274,0.001838001779701425,3.95366885998019
frozenset({251}),frozenset({456}),0.0018907663587190656,0.0033746589440428894,0.0014120913311952516,0.7468354430379748,221.30693958165008,0.001405710639591705,3.936670097171032
frozenset({5041}),frozenset({4928}),0.006509980374323872,0.007371595423866737,0.004858551529366713,0.7463235294117647,101.24314839572193,0.004810562587829885,3.912969942676931
frozenset({3457}),frozenset({2406}),0.00045474127614762337,0.005935570341295294,0.00033507251926666987,0.736842105263158,124.1400679117148,0.00033237337043500527,3.777444832703079
frozenset({7157}),frozenset({6544}),0.00045474127614762337,0.0028002489110143126,0.00033507251926666987,0.736842105263158,263.13450292397664,0.0003337991305033442,3.789359054138147
frozenset({1477}),frozenset({1256}),0.00045474127614762337,0.0038533339715667034,0.00033507251926666987,0.736842105263158,191.22196796338673,0.00033332024925901665,3.7853573309080475
frozenset({2289}),frozenset({2679}),0.0009094825522952467,0.008640084246804845,0.0006701450385333397,0.736842105263158,85.2818195072168,0.0006622870326605097,3.7671676798621427
frozenset({1905}),frozenset({2582}),0.000813747546790484,0.015580872145900149,0.0005983437844047676,0.7352941176470588,47.192102647510616,0.0005856648879191852,3.718916705226599
frozenset({7313}),frozenset({6540}),0.0013402900770666795,0.004571346512852424,0.000981283806423819,0.7321428571428571,160.15912490650712,0.0009751568760538094,3.716266973018684
frozenset({6890}),frozenset({4877}),0.0006222775357809583,0.007610932937628644,0.00045474127614762337,0.7307692307692307,96.01572327044025,0.00045000516355420166,3.6860165348030933
frozenset({2384}),frozenset({2582}),0.0006222775357809583,0.015580872145900149,0.00045474127614762337,0.7307692307692307,46.90168970814132,0.0004450456494233544,3.656413903458085
frozenset({659}),frozenset({676}),0.0005265425302761955,0.0006222775357809583,0.00038294002201905126,0.7272727272727272,1168.7272727272725,0.0003826123664308271,3.664384982368802
frozenset({6556}),frozenset({6537}),0.0007898137954142932,0.0024412426403714518,0.0005744100330285769,0.7272727272727272,297.9108734402852,0.0005724819059132578,3.65771544365197
frozenset({2028}),frozenset({2678}),0.0009573500550476282,0.013785840792685846,0.0006940787899095305,0.7250000000000001,52.590190972222224,0.0006808809144677749,3.5862333062084164
frozenset({3451}),frozenset({2406}),0.0006940787899095305,0.005935570341295294,0.0005026087789000048,0.7241379310344828,121.99972191323694,0.0004984890254200957,3.6034835575128046
frozenset({180}),frozenset({1256}),0.0004308075247714327,0.0038533339715667034,0.00031113876789047915,0.7222222222222222,187.4278812974465,0.00030947872262007084,3.5861279977023597
frozenset({1914}),frozenset({2582}),0.0010291513091762003,0.015580872145900149,0.0007419462926619118,0.7209302325581395,46.27021040974529,0.0007259112176948517,3.527501874810524
frozenset({5279}),frozenset({5065}),0.0036857977119333684,0.005815901584414341,0.0026566464027571682,0.7207792207792209,123.93249959916629,0.0026352101660045042,3.5605663059534938
frozenset({2386}),frozenset({2582}),0.0005983437844047676,0.015580872145900149,0.0004308075247714327,0.7200000000000001,46.2105069124424,0.000421484806767328,3.5157825994789293
frozenset({2042}),frozenset({2678}),0.0016035613422047772,0.013785840792685846,0.0011488200660571537,0.7164179104477612,51.96766169154228,0.001126713624692213,3.4777025614152652
frozenset({6497}),frozenset({6495}),0.001938633861471447,0.0018189651045904935,0.001388157579819061,0.7160493827160495,393.65756985055236,0.001384631272474467,3.515333209849052
frozenset({6826}),frozenset({4877}),0.0006701450385333397,0.007610932937628644,0.0004786750275238141,0.7142857142857143,93.84995507637018,0.0004735745985770523,3.4733617347183
frozenset({8968}),frozenset({8966}),0.0005026087789000048,0.0013402900770666795,0.00035900627064286054,0.7142857142857142,532.9336734693877,0.00035833262908385423,3.4953089847302654
frozenset({458}),frozenset({456}),0.0009094825522952467,0.0033746589440428894,0.000646211287157149,0.7105263157894737,210.54759238521837,0.0006431420937275949,3.44288754182967
frozenset({2269}),frozenset({2582}),0.0005744100330285769,0.015580872145900149,0.000406873773395242,0.7083333333333334,45.46172555043523,0.00039792396411130143,3.3751512954997716
frozenset({27}),frozenset({377}),0.001388157579819061,0.0011727538174333444,0.000981283806423819,0.7068965517241379,602.7663617171006,0.000979655839322887,3.407763545799345
frozenset({4984}),frozenset({5260}),0.0012206213201857259,0.008903355511942941,0.0008616150495428654,0.7058823529411765,79.28273244781785,0.0008507474239837947,3.369728591259394
frozenset({2372}),frozenset({2582}),0.001124886314680963,0.015580872145900149,0.0007898137954142932,0.7021276595744681,45.063437591920774,0.0007722870855665764,3.304835643510193
frozenset({2353}),frozenset({2582}),0.0004786750275238141,0.015580872145900149,0.00033507251926666987,0.7000000000000001,44.92688172043011,0.0003276143448633861,3.2813970928470004
frozenset({2268}),frozenset({2582}),0.0007180125412857211,0.015580872145900149,0.0005026087789000048,0.7000000000000001,44.92688172043011,0.0004914215172950791,3.2813970928470004
frozenset({7308}),frozenset({6540}),0.0007180125412857211,0.004571346512852424,0.0005026087789000048,0.7000000000000001,153.1277486910995,0.0004993264947732141,3.318095511623826
frozenset({5012}),frozenset({5011}),0.0022258388779857353,0.00169929634770954,0.0015556938394523958,0.6989247311827957,411.3024382856278,0.0015519114795764447,3.315784479987965
frozenset({6789}),frozenset({6790}),0.0005504762816523862,0.0004786750275238141,0.00038294002201905126,0.6956521739130433,1453.2869565217388,0.0003826765227697801,3.2841414963381346
frozenset({7881}),frozenset({8436}),0.0009334163036714375,0.007180125412857211,0.000646211287157149,0.6923076923076923,96.42,0.0006395092410343825,3.226664592408214
frozenset({5080}),frozenset({5077}),0.0010052175578000096,0.001053085060552391,0.0006940787899095305,0.6904761904761905,655.6699134199133,0.0006930202103168063,3.227366955958215
frozenset({6574}),frozenset({6575}),0.00045474127614762337,0.00033507251926666987,0.00031113876789047915,0.6842105263157895,2041.9774436090224,0.0003109863965854658,3.1656056036889892
frozenset({4483}),frozenset({4486}),0.00045474127614762337,0.0011488200660571537,0.00031113876789047915,0.6842105263157895,595.5767543859649,0.00031061635198757634,3.163028736457486
frozenset({3544}),frozenset({3317}),0.00045474127614762337,0.0007419462926619118,0.00031113876789047915,0.6842105263157895,922.1833616298812,0.0003108013742865211,3.1643171700732373
frozenset({7986}),frozenset({7840}),0.0014360250825714422,0.005169690297257192,0.000981283806423819,0.6833333333333333,132.1807098765432,0.0009738600014878313,3.141569399061293
frozenset({6887}),frozenset({6540}),0.0005265425302761955,0.004571346512852424,0.00035900627064286054,0.6818181818181818,149.15040456925274,0.00035659926228321395,3.128490053816749
frozenset({7814}),frozenset({8404}),0.001124886314680963,0.010004308075247714,0.0007658800440381025,0.6808510638297873,68.05578743764634,0.0007546263347964041,3.101986501364225
frozenset({2379}),frozenset({2582}),0.0007419462926619118,0.015580872145900149,0.0005026087789000048,0.6774193548387097,43.477627471383975,0.000491048608574915,3.0516992963477105
frozenset({6939}),frozenset({6940}),0.002991718922023838,0.007922071705519123,0.0020104351156000192,0.672,84.82629607250756,0.001986734503776988,3.0246278301661005
frozenset({274}),frozenset({275}),0.0007898137954142932,0.000813747546790484,0.0005265425302761955,0.6666666666666667,819.2549019607844,0.0005258998212377559,2.997558757359629
frozenset({7948}),frozenset({7898}),0.0005744100330285769,0.001771097601838112,0.00038294002201905126,0.6666666666666667,376.41441441441447,0.0003819226857870826,2.9946867071944863
frozenset({2348}),frozenset({2582}),0.0005026087789000048,0.015580872145900149,0.00033507251926666987,0.6666666666666666,42.787506400409626,0.0003272414361432219,2.9532573835622995
frozenset({5438}),frozenset({6109}),0.0008616150495428654,0.0006701450385333397,0.0005744100330285769,0.6666666666666666,994.8095238095237,0.000573832625978,2.9979895648843997
frozenset({2381}),frozenset({2582}),0.0005026087789000048,0.015580872145900149,0.00033507251926666987,0.6666666666666666,42.787506400409626,0.0003272414361432219,2.9532573835622995
frozenset({8339}),frozenset({8117}),0.0008616150495428654,0.002752381408261931,0.0005744100330285769,0.6666666666666666,242.21449275362315,0.0005720385397851364,2.9917428557752137
frozenset({1912}),frozenset({2582}),0.0005026087789000048,0.015580872145900149,0.00033507251926666987,0.6666666666666666,42.787506400409626,0.0003272414361432219,2.9532573835622995
frozenset({6955}),frozenset({6958}),0.0022737063807381167,0.0036857977119333684,0.0015078263367000143,0.6631578947368422,179.92248803827752,0.0014994459149242814,2.9578077880426985
frozenset({4387}),frozenset({4539}),0.001124886314680963,0.005552630319276244,0.0007419462926619118,0.6595744680851064,118.78595011005136,0.0007357002148052754,2.9211891484371266
frozenset({4928}),frozenset({5041}),0.007371595423866737,0.006509980374323872,0.004858551529366713,0.6590909090909091,101.24314839572192,0.004810562587829885,2.914237390901983
frozenset({5077}),frozenset({5080}),0.001053085060552391,0.0010052175578000096,0.0006940787899095305,0.6590909090909091,655.6699134199133,0.0006930202103168063,2.930384695163786
frozenset({6563}),frozenset({4877}),0.0005504762816523862,0.007610932937628644,0.00035900627064286054,0.6521739130434782,85.68908941755537,0.00035481663257944904,2.853118567804317
frozenset({8036}),frozenset({8035}),0.0015796275908285865,0.001866832607342875,0.0010291513091762003,0.6515151515151516,348.99494949494954,0.001026202408882183,2.864208219474582
frozenset({7151}),frozenset({6540}),0.0004786750275238141,0.004571346512852424,0.00031113876789047915,0.65,142.19005235602097,0.0003089505784726186,2.8440818671061363
frozenset({6691}),frozenset({6690}),0.0004786750275238141,0.0006701450385333397,0.00031113876789047915,0.65,969.9392857142857,0.00031081798619571425,2.8552281570327622
frozenset({1888}),frozenset({2614}),0.0004786750275238141,0.005624431573404816,0.00031113876789047915,0.65,115.56723404255318,0.0003084464929522738,2.841073052647415
frozenset({3452}),frozenset({2406}),0.0009573500550476282,0.005935570341295294,0.0006222775357809583,0.65,109.50927419354839,0.0006165951171879802,2.8401840847391564
frozenset({7956}),frozenset({7955}),0.003254990187161936,0.0035900627064286055,0.002106170121104782,0.6470588235294118,180.23607843137256,0.002094484502224061,2.8231614889984527
frozenset({275}),frozenset({274}),0.000813747546790484,0.0007898137954142932,0.0005265425302761955,0.6470588235294118,819.2549019607843,0.0005258998212377559,2.83109552757966
frozenset({7970}),frozenset({8404}),0.0013402900770666795,0.010004308075247714,0.0008616150495428654,0.6428571428571429,64.25803144224197,0.0008482063747016929,2.771987937389307
frozenset({4426}),frozenset({4244}),0.001531760088076205,0.001962567612847638,0.000981283806423819,0.640625,326.421875,0.0009782776236843078,2.7771476379468587
frozenset({8053}),frozenset({8051}),0.0014599588339476329,0.001866832607342875,0.0009334163036714375,0.639344262295082,342.4754098360656,0.0009306908049148457,2.7675510550432767
frozenset({4282}),frozenset({4255}),0.0005265425302761955,0.002249772629361926,0.00033507251926666987,0.6363636363636364,282.8568665377176,0.0003338879182938595,2.743813125269255
frozenset({2030}),frozenset({2678}),0.001053085060552391,0.013785840792685846,0.0006701450385333397,0.6363636363636364,46.16066919191919,0.0006556273755474086,2.7120889378201136
frozenset({3673}),frozenset({3674}),0.0007898137954142932,0.0005983437844047676,0.0005026087789000048,0.6363636363636364,1063.5418181818181,0.0005021361987246815,2.7483545545928867
frozenset({8181}),frozenset({8292}),0.0011009525633047725,0.0016035613422047772,0.0006940787899095305,0.6304347826086957,393.14665801427645,0.0006923133449394137,2.701543304603446
frozenset({6781}),frozenset({6779}),0.0017950313532143027,0.0014360250825714422,0.001124886314680963,0.6266666666666666,436.38977777777774,0.001122308604633745,2.67472493281454
frozenset({6895}),frozenset({6552}),0.0005744100330285769,0.00169929634770954,0.00035900627064286054,0.625,367.7992957746479,0.00035803017777164735,2.6621352097394415
frozenset({7888}),frozenset({8436}),0.0005744100330285769,0.007180125412857211,0.00035900627064286054,0.625,87.04583333333333,0.0003548819345673119,2.647519665565714
frozenset({8523}),frozenset({8467}),0.0011488200660571537,0.0007180125412857211,0.0007180125412857211,0.625,870.4583333333334,0.0007171876740706114,2.6647519665565715
frozenset({8061}),frozenset({8062}),0.0018428988559666842,0.002584845148628596,0.0011488200660571537,0.6233766233766234,241.16594516594515,0.0011440564578898951,2.648309204260538
frozenset({5422}),frozenset({5423}),0.0012684888229381073,0.005887702838542913,0.0007898137954142932,0.6226415094339622,105.75287620800736,0.0007823453101708206,2.6343975874778613
frozenset({1873}),frozenset({1861}),0.0005026087789000048,0.0007419462926619118,0.00031113876789047915,0.6190476190476191,834.3563748079878,0.000310765859170315,2.623052390981763
frozenset({1874}),frozenset({2582}),0.0005026087789000048,0.015580872145900149,0.00031113876789047915,0.6190476190476191,39.731255943237514,0.00030330768476703117,2.5841002106170126
frozenset({676}),frozenset({659}),0.0006222775357809583,0.0005265425302761955,0.00038294002201905126,0.6153846153846154,1168.7272727272727,0.0003826123664308271,2.5986309894212822
frozenset({5231}),frozenset({5230}),0.005026087789000048,0.0035900627064286055,0.003087453927528601,0.6142857142857143,171.1072380952381,0.0030694099571980755,2.583285022612963
frozenset({8405}),frozenset({8404}),0.0017232300990857308,0.010004308075247714,0.001053085060552391,0.6111111111111112,61.08479532163743,0.0010358453357565977,2.5457032078065063
frozenset({4938}),frozenset({7014}),0.0014599588339476329,0.0034943277009238426,0.000885548800919056,0.6065573770491803,173.58342690321132,0.0008804472263233843,2.5327852504268185
frozenset({2024}),frozenset({2678}),0.0015796275908285865,0.013785840792685846,0.0009573500550476282,0.6060606060606061,43.96254208754208,0.0009355735605687314,2.5034667118339513
frozenset({5227}),frozenset({5229}),0.0022737063807381167,0.0014599588339476329,0.0013642238284428702,0.6000000000000001,410.9704918032788,0.0013609043107265086,2.496350102915131
