support,itemsets
0.0015796275908285865,frozenset({8036})
0.0015796275908285865,frozenset({3409})
0.0015796275908285865,"frozenset({6645, 6646})"
0.0015796275908285865,frozenset({9271})
0.0015796275908285865,frozenset({2024})
0.0015556938394523958,frozenset({4546})
0.0015556938394523958,frozenset({3163})
0.0015556938394523958,"frozenset({6538, 6526})"
0.0015556938394523958,"frozenset({5011, 5012})"
0.0015556938394523958,frozenset({328})
0.0015556938394523958,frozenset({7766})
0.001531760088076205,frozenset({3592})
0.001531760088076205,frozenset({8411})
0.001531760088076205,frozenset({5993})
0.001531760088076205,frozenset({3478})
0.001531760088076205,frozenset({4426})
0.0015078263367000143,"frozenset({5130, 5021})"
0.0015078263367000143,"frozenset({6955, 6958})"
0.0015078263367000143,"frozenset({2350, 2582})"
0.0015078263367000143,frozenset({8272})
0.0015078263367000143,frozenset({4568})
0.0015078263367000143,frozenset({4537})
0.0015078263367000143,frozenset({3404})
0.0015078263367000143,frozenset({4400})
0.0014838925853238236,frozenset({4495})
0.0014838925853238236,frozenset({8067})
0.0014838925853238236,frozenset({5450})
0.0014838925853238236,frozenset({6971})
0.0014838925853238236,frozenset({8122})
0.0014838925853238236,frozenset({3})
0.0014838925853238236,"frozenset({8459, 8411})"
0.0014838925853238236,frozenset({5133})
0.0014838925853238236,frozenset({4592})
0.0014838925853238236,"frozenset({569, 381})"
0.0014838925853238236,frozenset({8459})
0.0014599588339476329,frozenset({4938})
0.0014599588339476329,frozenset({4380})
0.0014599588339476329,"frozenset({5136, 5231})"
0.0014599588339476329,frozenset({5229})
0.0014599588339476329,frozenset({2671})
0.0014599588339476329,frozenset({3208})
0.0014599588339476329,frozenset({8053})
0.0014360250825714422,frozenset({833})
0.0014360250825714422,frozenset({1181})
0.0014360250825714422,frozenset({3220})
0.0014360250825714422,frozenset({8275})
0.0014360250825714422,frozenset({6779})
0.0014360250825714422,frozenset({7986})
0.0014360250825714422,frozenset({5040})
0.0014120913311952516,frozenset({567})
0.0014120913311952516,frozenset({7035})
0.0014120913311952516,frozenset({4459})
0.0014120913311952516,frozenset({7969})
0.0014120913311952516,"frozenset({456, 251})"
0.0014120913311952516,frozenset({8063})
0.0014120913311952516,frozenset({6823})
0.0014120913311952516,frozenset({5039})
0.0014120913311952516,frozenset({7794})
0.0014120913311952516,frozenset({6559})
0.001388157579819061,"frozenset({6497, 6495})"
0.001388157579819061,frozenset({6532})
0.001388157579819061,frozenset({7057})
0.001388157579819061,frozenset({3595})
0.001388157579819061,frozenset({4619})
0.001388157579819061,frozenset({4952})
0.001388157579819061,frozenset({27})
0.001388157579819061,frozenset({5485})
0.001388157579819061,frozenset({7964})
0.001388157579819061,frozenset({3325})
0.001388157579819061,frozenset({4209})
0.001388157579819061,frozenset({5455})
0.001388157579819061,frozenset({6980})
0.0013642238284428702,frozenset({1840})
0.0013642238284428702,"frozenset({5227, 5229})"
0.0013642238284428702,frozenset({6778})
0.0013642238284428702,frozenset({4246})
0.0013642238284428702,frozenset({8030})
0.0013402900770666795,frozenset({7853})
0.0013402900770666795,frozenset({6726})
0.0013402900770666795,frozenset({8832})
0.0013402900770666795,frozenset({4627})
0.0013402900770666795,frozenset({8331})
0.0013402900770666795,frozenset({4338})
0.0013402900770666795,frozenset({7313})
0.0013402900770666795,frozenset({7970})
0.0013402900770666795,frozenset({613})
0.0013402900770666795,frozenset({8487})
0.0013402900770666795,frozenset({4958})
0.0013402900770666795,frozenset({3459})
0.0013402900770666795,frozenset({8966})
0.0013163563256904888,frozenset({3209})
0.0013163563256904888,frozenset({3234})
0.0013163563256904888,frozenset({83})
0.0013163563256904888,frozenset({429})
0.0013163563256904888,frozenset({7036})
0.001292422574314298,frozenset({6822})
0.001292422574314298,frozenset({2194})
0.001292422574314298,frozenset({4217})
0.001292422574314298,frozenset({8251})
0.001292422574314298,frozenset({7009})
0.001292422574314298,frozenset({6788})
0.001292422574314298,frozenset({7852})
0.001292422574314298,frozenset({8096})
0.001292422574314298,frozenset({5093})
0.001292422574314298,frozenset({5330})
0.001292422574314298,frozenset({3694})
0.001292422574314298,frozenset({3469})
0.0012684888229381073,frozenset({8201})
0.0012684888229381073,frozenset({2197})
0.0012684888229381073,frozenset({8108})
0.0012684888229381073,frozenset({8321})
0.0012684888229381073,frozenset({5428})
0.0012684888229381073,frozenset({2041})
0.0012684888229381073,frozenset({4220})
0.0012684888229381073,frozenset({3238})
0.0012684888229381073,"frozenset({6778, 6780})"
0.0012684888229381073,frozenset({4893})
0.0012684888229381073,frozenset({5422})
0.0012445550715619166,frozenset({8437})
0.0012445550715619166,frozenset({6565})
0.0012445550715619166,frozenset({2745})
0.0012445550715619166,frozenset({4222})
0.0012445550715619166,frozenset({7851})
0.0012445550715619166,frozenset({4376})
0.0012445550715619166,frozenset({5183})
0.0012445550715619166,frozenset({3227})
0.0012445550715619166,frozenset({3278})
0.0012445550715619166,frozenset({7058})
0.0012445550715619166,frozenset({8223})
0.0012445550715619166,frozenset({8298})
0.0012445550715619166,frozenset({6534})
0.0012445550715619166,frozenset({8202})
0.0012206213201857259,"frozenset({5448, 5436})"
0.0012206213201857259,frozenset({3203})
0.0012206213201857259,frozenset({6894})
0.0012206213201857259,frozenset({3320})
0.0012206213201857259,"frozenset({4322, 4341})"
0.0012206213201857259,frozenset({5435})
0.0012206213201857259,frozenset({6892})
0.0012206213201857259,frozenset({7052})
0.0012206213201857259,frozenset({8287})
0.0012206213201857259,frozenset({4259})
0.0012206213201857259,frozenset({4984})
0.0012206213201857259,frozenset({2035})
0.0012206213201857259,frozenset({8199})
0.0012206213201857259,frozenset({2209})
0.0011966875688095352,frozenset({4518})
0.0011966875688095352,frozenset({6984})
0.0011966875688095352,"frozenset({5448, 5450})"
0.0011966875688095352,frozenset({7021})
0.0011966875688095352,frozenset({5483})
0.0011966875688095352,frozenset({6978})
0.0011966875688095352,frozenset({8097})
0.0011966875688095352,frozenset({8113})
0.0011966875688095352,frozenset({3174})
0.0011966875688095352,"frozenset({4418, 4261})"
0.0011966875688095352,"frozenset({5136, 5134})"
0.0011966875688095352,frozenset({3239})
0.0011966875688095352,frozenset({3322})
0.0011727538174333444,frozenset({5430})
0.0011727538174333444,frozenset({4247})
0.0011727538174333444,frozenset({568})
0.0011727538174333444,frozenset({3229})
0.0011727538174333444,frozenset({9474})
0.0011727538174333444,frozenset({377})
0.0011727538174333444,frozenset({8115})
0.0011727538174333444,frozenset({1816})
0.0011727538174333444,frozenset({6914})
0.0011488200660571537,frozenset({4486})
0.0011488200660571537,frozenset({3200})
0.0011488200660571537,frozenset({5495})
0.0011488200660571537,frozenset({4629})
0.0011488200660571537,frozenset({273})
0.0011488200660571537,frozenset({2673})
0.0011488200660571537,frozenset({1242})
0.0011488200660571537,frozenset({8358})
0.0011488200660571537,frozenset({1843})
0.0011488200660571537,frozenset({8090})
0.0011488200660571537,frozenset({3311})
0.0011488200660571537,frozenset({8192})
0.0011488200660571537,frozenset({3205})
0.0011488200660571537,frozenset({3427})
0.0011488200660571537,frozenset({8523})
0.0011488200660571537,frozenset({8034})
0.0011488200660571537,frozenset({3221})
0.0011488200660571537,frozenset({7864})
0.0011488200660571537,frozenset({2177})
0.0011488200660571537,"frozenset({2042, 2678})"
0.0011488200660571537,"frozenset({8061, 8062})"
0.0011488200660571537,frozenset({8222})
0.0011488200660571537,frozenset({464})
0.001124886314680963,frozenset({7873})
0.001124886314680963,frozenset({1257})
0.001124886314680963,frozenset({8221})
0.001124886314680963,frozenset({7905})
0.001124886314680963,"frozenset({6779, 6781})"
0.001124886314680963,frozenset({4321})
0.001124886314680963,"frozenset({6822, 6823})"
0.001124886314680963,frozenset({1243})
0.001124886314680963,frozenset({5444})
0.001124886314680963,frozenset({1817})
0.001124886314680963,frozenset({2372})
0.001124886314680963,frozenset({1807})
0.001124886314680963,frozenset({2592})
0.001124886314680963,frozenset({7814})
0.001124886314680963,frozenset({8271})
0.001124886314680963,frozenset({4387})
0.001124886314680963,frozenset({1190})
0.001124886314680963,frozenset({8258})
0.0011009525633047725,frozenset({8181})
0.0011009525633047725,frozenset({7053})
0.0011009525633047725,frozenset({4982})
0.0011009525633047725,frozenset({1828})
0.0011009525633047725,frozenset({4558})
0.0011009525633047725,frozenset({7825})
0.0011009525633047725,frozenset({7001})
0.0011009525633047725,frozenset({8107})
0.0011009525633047725,"frozenset({7938, 8219})"
0.0011009525633047725,frozenset({8098})
0.0011009525633047725,frozenset({3430})
0.0011009525633047725,frozenset({5023})
0.0011009525633047725,frozenset({6913})
0.0011009525633047725,frozenset({4484})
0.0011009525633047725,frozenset({5048})
0.0011009525633047725,frozenset({3219})
0.0010770188119285818,"frozenset({8275, 8404})"
0.0010770188119285818,frozenset({7959})
0.0010770188119285818,frozenset({1820})
0.0010770188119285818,frozenset({2754})
0.0010770188119285818,frozenset({3447})
0.0010770188119285818,frozenset({7034})
0.0010770188119285818,frozenset({3202})
0.0010770188119285818,frozenset({4509})
0.0010770188119285818,frozenset({5349})
0.0010770188119285818,frozenset({3419})
0.0010770188119285818,frozenset({8254})
0.0010770188119285818,frozenset({3204})
0.0010770188119285818,frozenset({3171})
0.0010770188119285818,"frozenset({5260, 5117})"
0.0010770188119285818,frozenset({4371})
0.001053085060552391,frozenset({4388})
0.001053085060552391,frozenset({5076})
0.001053085060552391,frozenset({5077})
0.001053085060552391,frozenset({6530})
0.001053085060552391,frozenset({2030})
0.001053085060552391,frozenset({6888})
0.001053085060552391,frozenset({3434})
0.001053085060552391,"frozenset({8404, 8405})"
0.001053085060552391,frozenset({2085})
0.001053085060552391,frozenset({3573})
0.001053085060552391,frozenset({4593})
0.001053085060552391,frozenset({4881})
0.001053085060552391,frozenset({7933})
0.001053085060552391,frozenset({7248})
0.001053085060552391,"frozenset({1242, 1243})"
0.0010291513091762003,frozenset({5487})
0.0010291513091762003,"frozenset({8035, 8036})"
0.0010291513091762003,frozenset({8066})
0.0010291513091762003,"frozenset({8572, 7789})"
0.0010291513091762003,frozenset({3232})
0.0010291513091762003,frozenset({5073})
0.0010291513091762003,frozenset({7974})
0.0010291513091762003,frozenset({2205})
0.0010291513091762003,frozenset({2015})
0.0010291513091762003,frozenset({8305})
0.0010291513091762003,frozenset({1914})
0.0010291513091762003,frozenset({1833})
0.0010291513091762003,frozenset({3330})
0.0010052175578000096,"frozenset({5128, 5089})"
0.0010052175578000096,"frozenset({6644, 4877})"
0.0010052175578000096,frozenset({222})
0.0010052175578000096,frozenset({3749})
0.0010052175578000096,frozenset({4373})
0.0010052175578000096,"frozenset({4338, 4485})"
0.0010052175578000096,frozenset({6649})
0.0010052175578000096,"frozenset({568, 569})"
0.0010052175578000096,frozenset({8136})
0.0010052175578000096,frozenset({3236})
0.0010052175578000096,frozenset({295})
0.0010052175578000096,frozenset({5080})
0.0010052175578000096,frozenset({3442})
0.0010052175578000096,frozenset({8054})
0.0010052175578000096,frozenset({8278})
0.0010052175578000096,frozenset({7003})
0.0010052175578000096,frozenset({3577})
0.000981283806423819,"frozenset({377, 27})"
0.000981283806423819,frozenset({3231})
0.000981283806423819,"frozenset({5134, 5135})"
0.000981283806423819,frozenset({6908})
0.000981283806423819,frozenset({6907})
0.000981283806423819,frozenset({4390})
0.000981283806423819,frozenset({3233})
0.000981283806423819,frozenset({4617})
0.000981283806423819,"frozenset({7840, 7986})"
0.000981283806423819,frozenset({1029})
0.000981283806423819,frozenset({5200})
0.000981283806423819,frozenset({5265})
0.000981283806423819,frozenset({8226})
0.000981283806423819,frozenset({7923})
0.000981283806423819,frozenset({8884})
0.000981283806423819,frozenset({6727})
0.000981283806423819,frozenset({8057})
0.000981283806423819,frozenset({8065})
0.000981283806423819,"frozenset({7313, 6540})"
0.000981283806423819,frozenset({4377})
0.000981283806423819,frozenset({7017})
0.000981283806423819,frozenset({4490})
0.000981283806423819,"frozenset({4426, 4244})"
0.000981283806423819,frozenset({4557})
0.0009573500550476282,frozenset({2211})
0.0009573500550476282,frozenset({3283})
0.0009573500550476282,frozenset({649})
0.0009573500550476282,frozenset({5424})
0.0009573500550476282,frozenset({3574})
0.0009573500550476282,frozenset({4240})
0.0009573500550476282,frozenset({4550})
0.0009573500550476282,frozenset({6710})
0.0009573500550476282,frozenset({1178})
0.0009573500550476282,frozenset({1180})
0.0009573500550476282,frozenset({3346})
0.0009573500550476282,frozenset({8280})
0.0009573500550476282,frozenset({4992})
0.0009573500550476282,frozenset({8996})
0.0009573500550476282,"frozenset({2024, 2678})"
0.0009573500550476282,frozenset({7920})
0.0009573500550476282,frozenset({3327})
0.0009573500550476282,frozenset({2022})
0.0009573500550476282,frozenset({7069})
0.0009573500550476282,frozenset({3452})
0.0009573500550476282,frozenset({2028})
0.0009573500550476282,frozenset({4465})
0.0009334163036714375,frozenset({4932})
0.0009334163036714375,frozenset({6496})
0.0009334163036714375,frozenset({2403})
0.0009334163036714375,frozenset({4340})
0.0009334163036714375,frozenset({5228})
0.0009334163036714375,frozenset({5052})
0.0009334163036714375,frozenset({2018})
0.0009334163036714375,frozenset({3242})
0.0009334163036714375,frozenset({7881})
0.0009334163036714375,"frozenset({8051, 8053})"
0.0009334163036714375,frozenset({7842})
0.0009334163036714375,frozenset({5426})
0.0009334163036714375,frozenset({1918})
0.0009334163036714375,frozenset({7796})
0.0009334163036714375,frozenset({2572})
0.0009334163036714375,"frozenset({5445, 5439})"
0.0009334163036714375,frozenset({5259})
0.0009334163036714375,frozenset({5433})
0.0009334163036714375,frozenset({3214})
0.0009334163036714375,frozenset({3191})
0.0009334163036714375,frozenset({4467})
0.0009094825522952467,frozenset({8205})
0.0009094825522952467,frozenset({7991})
0.0009094825522952467,frozenset({6937})
0.0009094825522952467,frozenset({458})
0.0009094825522952467,frozenset({2289})
0.0009094825522952467,frozenset({5043})
0.0009094825522952467,"frozenset({4485, 4517})"
0.0009094825522952467,frozenset({6549})
0.0009094825522952467,frozenset({3146})
0.0009094825522952467,frozenset({3482})
0.0009094825522952467,frozenset({8164})
0.0009094825522952467,frozenset({8074})
0.0009094825522952467,frozenset({8075})
0.0009094825522952467,frozenset({8277})
0.0009094825522952467,frozenset({4887})
0.0009094825522952467,frozenset({3244})
0.0009094825522952467,"frozenset({7792, 7789})"
0.0009094825522952467,"frozenset({4931, 5035})"
0.0009094825522952467,"frozenset({5227, 5228})"
0.000885548800919056,frozenset({8304})
0.000885548800919056,frozenset({4460})
0.000885548800919056,"frozenset({6957, 6958})"
0.000885548800919056,frozenset({6891})
0.000885548800919056,frozenset({6626})
0.000885548800919056,frozenset({3315})
0.000885548800919056,"frozenset({8404, 7967})"
0.000885548800919056,frozenset({457})
0.000885548800919056,frozenset({8976})
0.000885548800919056,"frozenset({5136, 5122})"
0.000885548800919056,frozenset({8038})
0.000885548800919056,frozenset({8295})
0.000885548800919056,frozenset({8366})
0.000885548800919056,frozenset({6735})
0.000885548800919056,"frozenset({4938, 7014})"
0.000885548800919056,frozenset({389})
0.000885548800919056,"frozenset({464, 834})"
0.000885548800919056,frozenset({7867})
0.000885548800919056,"frozenset({4322, 4539})"
0.000885548800919056,frozenset({4221})
0.000885548800919056,frozenset({1826})
0.000885548800919056,frozenset({4886})
0.000885548800919056,frozenset({6859})
0.000885548800919056,frozenset({1179})
0.000885548800919056,frozenset({4378})
0.000885548800919056,frozenset({4915})
0.000885548800919056,"frozenset({8404, 7959})"
0.000885548800919056,frozenset({3147})
0.000885548800919056,frozenset({8282})
0.000885548800919056,frozenset({5484})
0.0008616150495428654,frozenset({3661})
0.0008616150495428654,frozenset({8154})
0.0008616150495428654,"frozenset({7970, 8404})"
0.0008616150495428654,frozenset({8339})
0.0008616150495428654,frozenset({3347})
0.0008616150495428654,frozenset({6728})
0.0008616150495428654,frozenset({3476})
0.0008616150495428654,frozenset({5005})
0.0008616150495428654,frozenset({2058})
0.0008616150495428654,frozenset({3172})
0.0008616150495428654,frozenset({3579})
0.0008616150495428654,frozenset({8452})
0.0008616150495428654,frozenset({6564})
0.0008616150495428654,frozenset({5434})
0.0008616150495428654,frozenset({2473})
0.0008616150495428654,frozenset({5438})
0.0008616150495428654,frozenset({4604})
0.0008616150495428654,"frozenset({4984, 5260})"
0.0008616150495428654,frozenset({8256})
0.0008616150495428654,frozenset({4892})
0.0008616150495428654,frozenset({7051})
0.0008616150495428654,frozenset({7002})
0.0008616150495428654,frozenset({6493})
0.0008616150495428654,frozenset({5421})
0.0008616150495428654,frozenset({6539})
0.0008616150495428654,frozenset({1916})
0.0008616150495428654,frozenset({7902})
0.0008616150495428654,frozenset({4294})
0.0008616150495428654,frozenset({5118})
0.0008616150495428654,frozenset({3692})
0.0008376812981666747,"frozenset({5136, 5139})"
0.0008376812981666747,frozenset({3237})
0.0008376812981666747,frozenset({7921})
0.0008376812981666747,"frozenset({5122, 4916})"
0.0008376812981666747,frozenset({3235})
0.0008376812981666747,frozenset({6965})
0.0008376812981666747,frozenset({3580})
0.0008376812981666747,frozenset({6981})
0.0008376812981666747,frozenset({3187})
0.0008376812981666747,frozenset({2150})
0.0008376812981666747,frozenset({7846})
0.0008376812981666747,frozenset({3241})
0.0008376812981666747,"frozenset({4557, 4374})"
0.0008376812981666747,frozenset({3328})
