itemID,bundles,free_bundles
566,False,False
5032,False,False
5060,False,False
137,False,False
4893,True,False
489,False,False
551,False,False
646,False,False
8330,False,False
8218,False,False
4947,False,False
105,False,False
9010,False,False
7857,True,False
9051,False,False
8763,False,False
9014,False,False
164,False,False
7871,True,False
7872,False,False
5061,False,False
9053,False,False
9005,False,False
9012,False,False
584,False,False
9165,False,False
9013,False,False
9004,False,False
503,False,False
9015,False,False
4288,True,False
4247,True,False
4280,True,False
7945,True,False
263,False,False
9337,False,False
8736,False,False
8780,False,False
7875,False,False
8331,True,False
6620,False,False
6928,False,False
8242,False,False
9338,False,False
6650,False,False
7906,False,False
7789,True,False
4903,False,False
8221,True,False
9339,False,False
1967,False,False
467,False,False
355,True,False
9350,False,False
457,True,False
4899,False,False
569,True,False
7603,False,False
4980,True,False
4999,True,False
8359,False,False
8329,False,False
2163,False,False
543,False,False
7768,False,False
9351,False,False
8185,True,False
1969,False,False
7868,True,False
7933,True,False
8094,False,False
9136,False,False
6544,True,False
5059,False,False
8063,True,False
379,False,False
9038,False,False
9283,False,False
9414,False,False
8293,True,False
8014,False,False
8136,True,False
8121,False,False
147,False,False
7799,False,False
8006,True,False
6922,False,False
568,True,False
8819,False,False
6901,False,False
6900,False,False
283,True,False
577,True,False
8214,True,False
8113,True,False
8112,False,False
9289,False,False
6613,False,False
574,False,False
4886,True,False
8184,False,False
6682,False,False
254,False,False
8048,False,False
5048,False,False
6942,False,False
47,False,False
186,False,False
384,False,False
490,False,False
8173,False,False
576,False,False
9999,False,False
4959,False,False
8274,False,False
7874,True,False
4297,True,False
492,False,False
466,False,False
9260,False,False
9408,False,False
9412,False,False
4962,True,False
4927,True,False
5096,False,False
8157,False,False
5110,True,False
6932,False,False
2978,False,False
2973,False,False
7793,False,False
8033,True,False
5035,True,False
2161,True,False
2242,True,False
8292,True,False
8181,True,False
625,False,False
7971,False,False
323,False,False
9342,True,False
9019,False,False
8049,True,False
7861,True,False
9297,False,False
4922,False,False
4898,False,False
669,False,False
8025,True,False
419,False,False
6530,True,False
251,True,False
6568,False,False
6742,False,False
8810,False,False
9197,False,False
1881,True,False
4965,False,False
485,False,False
1998,False,False
9206,False,False
5101,False,False
8326,False,False
6927,False,False
554,False,False
1813,False,False
6686,False,False
6680,False,False
482,False,False
7425,False,False
6658,False,False
8182,True,False
332,False,False
6611,False,False
7852,True,False
5006,True,False
2190,False,False
2244,False,False
4974,True,False
9259,False,False
6721,False,False
237,False,False
4326,False,False
9474,True,False
5065,True,False
6713,True,False
194,False,False
6552,True,False
6549,True,False
9176,False,False
7994,False,False
6874,False,False
612,False,False
7992,False,False
9106,False,False
9179,False,False
2001,True,False
9182,False,False
381,True,False
4987,False,False
8304,True,False
8305,True,False
9343,True,False
8090,True,False
9105,False,False
8818,False,False
9126,False,False
7920,True,False
9397,False,False
7794,True,False
9185,False,False
8996,True,False
9181,False,False
1976,False,False
1860,True,False
7936,False,False
8068,True,False
224,False,False
4916,True,False
9177,False,False
358,False,False
6503,False,False
1979,True,False
456,True,False
9127,False,False
7983,False,False
9180,False,False
8747,False,False
1933,False,False
1862,True,False
436,False,False
8004,False,False
6502,False,False
8308,False,False
9183,False,False
9184,False,False
6696,False,False
4961,False,False
6614,True,False
3001,False,False
4253,False,False
1920,True,False
9104,False,False
6905,False,False
7410,False,False
5111,False,False
6743,False,False
465,False,False
9090,False,False
6667,False,False
8050,False,False
4296,True,False
6856,False,False
4341,True,False
8012,True,False
7993,False,False
4901,False,False
4918,True,False
8262,False,False
4426,True,False
4244,True,False
8109,False,False
6933,False,False
8269,True,False
541,False,False
4356,False,False
470,False,False
9009,False,False
235,True,False
273,True,False
5017,True,False
7985,True,False
8037,False,False
275,True,False
274,True,False
8149,True,False
7788,True,False
9310,False,False
5029,True,False
6627,True,False
8306,True,False
4810,False,False
4809,False,False
7879,False,False
8239,False,False
4993,False,False
4267,False,False
4363,True,False
4250,True,False
8273,True,False
4985,True,False
305,False,False
8130,True,False
8143,False,False
7862,True,False
1974,False,False
3018,False,False
6845,False,False
6801,False,False
8253,False,False
6669,False,False
7853,True,False
8208,True,False
6617,False,False
6531,False,False
24,False,False
4229,False,False
348,False,False
4246,True,False
8116,True,False
4937,True,False
447,False,False
20,False,False
312,False,False
4477,False,False
627,False,False
497,False,False
626,False,False
8095,True,False
177,False,False
8728,False,False
192,False,False
607,False,False
7621,False,False
8777,False,False
8122,True,False
6598,True,False
5019,False,False
114,False,False
5416,True,False
9344,False,False
8735,False,False
2007,False,False
9409,False,False
156,False,False
2966,False,False
3057,False,False
653,False,False
9349,False,False
652,False,False
12,False,False
650,False,False
9542,False,False
651,False,False
4925,True,False
185,False,False
8254,True,False
307,False,False
9282,False,False
9021,False,False
7877,True,False
7979,False,False
7827,True,False
6548,True,False
8057,True,False
9281,False,False
5018,False,False
491,False,False
439,False,False
6634,False,False
6664,False,False
6660,False,False
9262,True,False
555,False,False
6877,False,False
4318,False,False
1807,True,False
1808,True,False
378,False,False
350,False,False
6930,False,False
212,False,False
7792,True,False
65,False,False
148,False,False
9201,False,False
268,False,False
2048,False,False
9418,False,False
4317,False,False
8804,True,False
2047,False,False
6693,True,False
6692,True,False
8016,True,False
6621,False,False
9111,False,False
4967,False,False
221,True,False
375,False,False
3060,False,False
6860,False,False
6497,True,False
6498,True,False
6854,True,False
8055,False,False
8097,True,False
6849,False,False
6919,False,False
6735,True,False
6918,False,False
7934,True,False
7902,True,False
8032,False,False
6706,False,False
9032,False,False
8244,False,False
7764,True,False
621,False,False
6858,True,False
502,False,False
9018,False,False
8155,True,False
4951,False,False
4309,False,False
178,False,False
8009,False,False
6885,False,False
4222,True,False
1812,False,False
1809,False,False
587,False,False
8888,False,False
4345,False,False
4234,False,False
5068,False,False
7946,True,False
8175,False,False
6571,False,False
15,False,False
40,False,False
5069,False,False
302,False,False
342,True,False
1972,False,False
228,False,False
340,False,False
351,False,False
648,False,False
613,True,False
9059,False,False
244,False,False
6906,False,False
7873,True,False
8024,False,False
7876,True,False
8284,True,False
6629,True,False
8975,False,False
4896,True,False
4493,False,False
4355,False,False
8291,True,False
9077,False,False
8732,True,False
6642,False,False
9417,False,False
9135,False,False
9523,False,False
9522,False,False
6844,False,False
6843,False,False
6623,False,False
8290,True,False
8303,False,False
8297,False,False
8324,False,False
9323,False,False
9324,False,False
9312,False,False
9317,False,False
4748,False,False
4915,True,False
9319,False,False
9316,False,False
9327,False,False
9303,False,False
448,False,False
6716,False,False
6715,False,False
6625,True,False
43,False,False
9204,False,False
6882,True,False
6662,False,False
6699,False,False
4360,True,False
6691,True,False
6690,True,False
8034,True,False
9026,False,False
9315,False,False
9325,False,False
501,False,False
9305,False,False
9311,False,False
8832,False,False
6595,True,False
6599,True,False
6594,True,False
6601,True,False
6600,True,False
9322,False,False
9308,False,False
9326,False,False
5030,True,False
7617,False,False
7474,False,False
7917,True,False
8131,False,False
9074,False,False
9304,False,False
9313,False,False
6880,False,False
9321,False,False
9307,False,False
9306,False,False
133,False,False
8202,True,False
9328,False,False
9320,False,False
179,False,False
144,False,False
7758,False,False
8054,True,False
89,False,False
8046,False,False
2003,False,False
4969,True,False
9232,False,False
9472,False,False
8145,False,False
171,True,False
494,False,False
9195,False,False
4935,False,False
8216,False,False
514,False,False
508,False,False
6501,False,False
7832,False,False
7538,False,False
308,False,False
7416,False,False
7967,True,False
7829,False,False
8873,False,False
431,False,False
238,False,False
7405,False,False
8264,False,False
4285,True,False
92,False,False
9091,False,False
5044,False,False
8246,True,False
8811,False,False
208,False,False
6602,True,False
567,True,False
232,False,False
5026,True,False
8822,False,False
7974,True,False
7839,True,False
9354,False,False
2053,False,False
7462,False,False
6899,False,False
4895,False,False
8325,True,False
4892,True,False
5031,False,False
8177,True,False
87,True,False
4932,True,False
5014,False,False
2203,False,False
5049,True,False
585,False,False
7931,False,False
5087,False,False
4347,False,False
8991,False,False
9040,False,False
8987,False,False
1959,False,False
5039,True,False
151,False,False
9064,False,False
5097,False,False
469,False,False
2204,True,False
9198,False,False
5033,False,False
6494,False,False
5117,True,False
4870,False,False
8753,False,False
1956,False,False
6730,False,False
5123,True,False
5071,False,False
6581,False,False
6580,False,False
7928,False,False
8256,True,False
7554,False,False
8099,True,False
2991,False,False
5100,False,False
4823,False,False
7566,False,False
7753,False,False
545,False,False
6904,False,False
464,True,False
4299,False,False
7544,False,False
7561,False,False
7539,False,False
6689,False,False
6717,True,False
6688,False,False
6926,False,False
7845,True,False
6652,False,False
4746,False,False
8215,True,False
9167,False,False
205,False,False
6800,False,False
6612,False,False
6903,False,False
7476,False,False
4825,False,False
5038,False,False
8869,False,False
6846,False,False
598,False,False
5050,False,False
5052,True,False
38,False,False
8790,False,False
4976,False,False
9524,False,False
4289,True,False
7963,True,False
5015,False,False
4991,False,False
4268,False,False
8261,False,False
5051,True,False
6604,False,False
6714,True,False
6605,False,False
7610,False,False
9137,False,False
339,False,False
9175,False,False
9174,False,False
8791,False,False
8917,False,False
9173,False,False
8792,False,False
8913,False,False
8912,False,False
8916,False,False
8994,False,False
9097,False,False
8793,False,False
8918,False,False
239,False,False
6659,False,False
8826,False,False
6637,False,False
6884,False,False
4805,False,False
4813,False,False
4794,False,False
7604,False,False
7605,False,False
6586,False,False
6585,False,False
4284,True,False
4249,True,False
6573,True,False
6572,True,False
6720,False,False
9352,False,False
8270,True,False
6668,False,False
4920,True,False
7811,False,False
6848,False,False
8036,True,False
7921,True,False
5438,True,False
7438,False,False
7435,False,False
8172,False,False
3036,False,False
7548,False,False
6710,True,False
6853,False,False
5064,False,False
672,False,False
8026,False,False
9045,False,False
510,False,False
331,False,False
333,False,False
9415,False,False
6786,False,False
9164,False,False
4897,False,False
5,False,False
8153,False,False
6583,False,False
4256,True,False
4978,False,False
4953,False,False
6672,False,False
75,False,False
6943,False,False
6718,True,False
5083,False,False
5012,True,False
498,False,False
6646,True,False
7542,False,False
666,False,False
5046,True,False
4233,False,False
8878,False,False
4905,False,False
5122,True,False
8081,False,False
7960,True,False
8206,False,False
7588,False,False
7923,True,False
536,False,False
8010,False,False
8020,False,False
1873,True,False
9411,False,False
5134,True,False
4906,False,False
8800,False,False
9257,False,False
9024,False,False
9193,False,False
9113,False,False
7880,False,False
8972,False,False
9531,False,False
8751,False,False
8943,False,False
8907,False,False
9374,False,False
7953,False,False
8857,False,False
9705,False,False
213,False,False
473,False,False
9536,False,False
209,True,False
4424,False,False
9603,False,False
7910,False,False
9704,False,False
9535,False,False
8948,False,False
9703,False,False
1966,False,False
8259,False,False
8942,False,False
9025,False,False
8854,False,False
9295,False,False
9022,False,False
9700,False,False
9533,False,False
8219,True,False
9706,False,False
9702,False,False
8739,False,False
9112,False,False
8950,False,False
8944,False,False
9563,False,False
6729,False,False
18,False,False
655,False,False
2189,False,False
2993,False,False
9065,False,False
7891,True,False
41,False,False
460,True,False
4733,False,False
6920,False,False
2186,False,False
2184,False,False
8892,False,False
6670,False,False
309,False,False
7944,True,False
8213,True,False
8158,False,False
7849,False,False
565,False,False
2183,True,False
1914,True,False
8193,True,False
590,False,False
1863,False,False
8258,True,False
523,True,False
1932,False,False
4822,False,False
516,False,False
596,False,False
9301,False,False
234,False,False
5073,True,False
5037,True,False
7924,True,False
8209,False,False
7511,False,False
8111,False,False
7858,True,False
8920,False,False
6597,True,False
6596,False,False
7901,True,False
668,False,False
645,False,False
608,False,False
4212,False,False
3077,False,False
8058,True,False
406,False,False
1937,False,False
6992,False,False
5410,False,False
5417,True,False
8785,False,False
8711,False,False
9171,False,False
7817,True,False
9166,False,False
6641,False,False
8276,True,False
9258,False,False
606,False,False
1877,False,False
6570,False,False
3062,False,False
4321,True,False
9131,False,False
6719,False,False
8887,False,False
9527,False,False
8784,False,False
8152,False,False
9887,False,False
8938,False,False
292,False,False
5120,True,False
433,False,False
8787,False,False
8108,True,False
4753,False,False
8941,False,False
8899,False,False
5062,True,False
9056,False,False
6991,False,False
8848,False,False
9938,False,False
9280,False,False
8756,False,False
8788,False,False
8886,False,False
8769,False,False
8939,False,False
8995,False,False
9008,False,False
8754,False,False
586,False,False
9707,False,False
7859,True,False
4312,False,False
7424,False,False
4804,False,False
7493,False,False
530,False,False
8133,False,False
7459,False,False
8268,False,False
6678,False,False
1965,False,False
9233,False,False
563,False,False
9210,False,False
7810,False,False
5135,True,False
7977,False,False
6700,False,False
4814,False,False
4798,False,False
6635,False,False
6528,False,False
6584,False,False
8914,False,False
4772,False,False
9247,False,False
7791,False,False
6654,False,False
8295,True,False
5124,True,False
7912,False,False
7913,False,False
2162,False,False
532,False,False
8820,False,False
9208,False,False
8752,False,False
8369,False,False
8067,True,False
9223,False,False
602,True,False
600,False,False
5132,True,False
6931,False,False
5115,True,False
6673,False,False
7428,False,False
6655,False,False
5116,True,False
4425,False,False
2977,False,False
139,False,False
8044,True,False
7980,False,False
8280,True,False
2985,False,False
2969,False,False
6923,False,False
6737,False,False
6873,True,False
401,False,False
42,False,False
8260,False,False
8265,False,False
7800,True,False
8205,True,False
525,True,False
6576,False,False
8018,False,False
1811,False,False
9042,False,False
29,False,False
243,False,False
538,False,False
442,False,False
7565,False,False
8001,False,False
4954,False,False
4221,True,False
77,False,False
6876,False,False
315,False,False
483,False,False
3075,False,False
8247,False,False
3047,False,False
6636,False,False
50,False,False
6886,False,False
582,False,False
583,False,False
580,False,False
9034,False,False
8923,False,False
9156,False,False
9146,False,False
7446,False,False
8770,False,False
7919,False,False
458,True,False
110,False,False
4308,True,False
5119,True,False
5131,True,False
5127,True,False
7856,False,False
8257,False,False
5136,True,False
8283,False,False
8160,False,False
7502,False,False
9273,False,False
9150,False,False
8186,True,False
6657,False,False
507,False,False
4294,True,False
7569,False,False
5121,True,False
6671,False,False
5118,True,False
4923,False,False
8101,False,False
5128,True,False
106,False,False
410,False,False
409,False,False
8908,False,False
304,True,False
6633,False,False
9986,False,False
23,False,False
8856,False,False
8934,False,False
517,False,False
7543,False,False
5129,True,False
5126,True,False
1980,True,False
3019,False,False
9219,False,False
1854,False,False
2012,True,False
5042,True,False
8224,False,False
2971,False,False
1884,False,False
1882,False,False
5133,True,False
8910,True,False
8226,True,False
1988,False,False
330,False,False
553,False,False
1986,False,False
9212,False,False
9098,False,False
9100,False,False
8741,False,False
9196,False,False
7925,False,False
8773,False,False
8774,False,False
9109,False,False
9213,False,False
4914,False,False
6616,False,False
9017,False,False
5072,False,False
8123,True,False
5125,True,False
8729,False,False
5056,True,False
4359,False,False
9215,False,False
9039,False,False
8277,True,False
7892,False,False
8210,False,False
9214,False,False
260,False,False
9130,False,False
8993,False,False
7909,False,False
9128,False,False
9300,False,False
9101,False,False
417,False,False
3,True,False
329,False,False
216,False,False
420,False,False
8164,True,False
476,False,False
6722,False,False
6739,False,False
1945,False,False
7419,False,False
424,False,False
8051,True,False
4756,False,False
8091,True,False
349,False,False
389,True,False
37,False,False
429,True,False
67,False,False
9473,False,False
8140,False,False
1960,False,False
4775,False,False
1861,True,False
594,False,False
6740,False,False
9050,False,False
5412,True,False
4832,False,False
4303,False,False
8225,False,False
9346,False,False
9347,False,False
7783,True,False
159,False,False
155,False,False
9020,False,False
9160,False,False
7905,True,False
1806,False,False
4754,False,False
4824,False,False
488,False,False
72,False,False
6902,False,False
8758,False,False
455,True,False
193,True,False
8088,False,False
495,False,False
6656,False,False
8105,False,False
9108,False,False
8731,False,False
10000,False,False
284,False,False
5004,False,False
8863,False,False
8003,False,False
6649,True,False
6687,False,False
7403,False,False
7833,False,False
9200,False,False
90,False,False
8137,False,False
1981,False,False
505,False,False
6702,False,False
550,False,False
8127,False,False
4281,True,False
123,False,False
8150,False,False
6857,False,False
9238,False,False
4988,True,False
610,False,False
1978,False,False
2158,False,False
8190,True,False
480,False,False
504,False,False
9118,False,False
8365,False,False
4278,False,False
4344,True,False
4487,False,False
6665,False,False
136,False,False
5057,True,False
6661,False,False
4243,False,False
4265,False,False
9054,False,False
4350,False,False
4282,True,False
6994,True,False
8198,False,False
8282,True,False
6591,False,False
4343,False,False
4755,False,False
9398,False,False
4830,False,False
4819,False,False
4779,False,False
6640,False,False
9240,False,False
6745,False,False
8007,True,False
7824,True,False
32,True,False
8022,False,False
4971,False,False
8768,False,False
4729,False,False
152,False,False
60,False,False
481,False,False
564,False,False
135,False,False
1983,False,False
49,False,False
6645,True,False
8201,True,False
4209,True,False
8990,False,False
6593,False,False
8287,True,False
154,False,False
682,False,False
678,False,False
683,False,False
8163,True,False
8867,False,False
7987,False,False
684,False,False
236,False,False
680,False,False
8875,False,False
9276,False,False
4732,False,False
675,False,False
8891,False,False
69,False,False
1989,False,False
673,False,False
4760,False,False
7465,False,False
472,False,False
9046,False,False
9057,False,False
9261,False,False
9075,False,False
8829,False,False
9353,False,False
8134,False,False
8298,True,False
8299,True,False
4913,False,False
8085,True,False
7899,True,False
468,False,False
8227,False,False
229,False,False
36,False,False
418,False,False
1992,False,False
142,False,False
414,False,False
4226,False,False
9102,False,False
4929,True,False
8789,False,False
592,False,False
5099,False,False
8849,False,False
2191,False,False
267,False,False
412,False,False
266,False,False
415,False,False
265,False,False
276,False,False
8232,False,False
145,False,False
8135,True,False
4803,False,False
68,False,False
5084,False,False
5085,False,False
8002,False,False
9265,False,False
8008,False,False
8176,True,False
8228,False,False
7911,False,False
6703,False,False
6705,False,False
7480,False,False
8238,False,False
95,False,False
9226,False,False
8715,False,False
9553,False,False
9356,False,False
8714,False,False
9217,False,False
9561,False,False
246,False,False
99,False,False
9228,False,False
356,False,False
294,False,False
258,False,False
257,False,False
115,False,False
180,True,False
7450,False,False
8030,True,False
8083,False,False
478,False,False
649,True,False
169,True,False
499,False,False
618,False,False
4316,False,False
9003,False,False
9279,False,False
196,False,False
449,False,False
9061,False,False
8974,False,False
55,True,False
6643,False,False
6603,True,False
6859,True,False
7516,False,False
8076,True,False
4970,True,False
9162,False,False
6993,False,False
7555,False,False
7552,False,False
1995,False,False
5058,False,False
7624,False,False
4491,True,False
9559,False,False
7608,False,False
588,False,False
6789,True,False
6790,True,False
7590,False,False
7616,False,False
8251,True,False
8895,False,False
8064,True,False
9345,False,False
9218,False,False
6842,False,False
4276,True,False
7575,False,False
7622,False,False
9133,False,False
7633,False,False
7627,False,False
7609,False,False
25,False,False
8742,False,False
9402,False,False
8713,False,False
8725,False,False
7854,True,False
4839,False,False
8128,False,False
7914,False,False
8266,False,False
4933,False,False
62,False,False
531,False,False
373,False,False
572,False,False
486,False,False
86,True,False
500,False,False
8170,False,False
7896,True,False
9340,False,False
7964,True,False
2005,False,False
17,False,False
119,False,False
311,False,False
400,True,False
8169,False,False
9043,False,False
9604,False,False
2972,False,False
1939,False,False
445,False,False
5082,False,False
91,False,False
301,False,False
7568,False,False
5109,False,False
8179,True,False
8719,False,False
9084,False,False
8252,True,False
334,False,False
8278,True,False
9263,False,False
6577,False,False
9519,False,False
8981,False,False
8279,True,False
7457,False,False
4765,False,False
9606,False,False
8178,True,False
9607,False,False
9605,False,False
9608,False,False
9083,False,False
9609,False,False
9611,False,False
9148,False,False
9610,False,False
9404,False,False
9288,False,False
9082,False,False
9518,False,False
9290,False,False
9287,False,False
247,False,False
8045,False,False
4889,True,False
9016,False,False
117,False,False
493,False,False
8013,False,False
337,False,False
343,False,False
616,False,False
127,False,False
31,False,False
518,False,False
595,False,False
8902,False,False
614,False,False
4876,True,False
4948,True,False
9203,False,False
1977,False,False
6639,False,False
8272,True,False
9178,False,False
346,False,False
7930,False,False
9132,False,False
14,False,False
446,True,False
444,False,False
617,False,False
8367,True,False
611,False,False
9612,False,False
5066,False,False
5054,False,False
2258,False,False
2253,False,False
5114,True,False
593,True,False
6723,False,False
560,True,False
261,False,False
5113,True,False
9242,False,False
9241,False,False
4964,False,False
5067,False,False
8772,False,False
5112,True,False
8840,False,False
2252,False,False
8757,False,False
8897,False,False
9676,False,False
9562,False,False
8080,False,False
7922,False,False
9216,False,False
9298,False,False
7816,True,False
354,False,False
290,True,False
432,False,False
8930,False,False
2254,False,False
4826,False,False
2004,False,False
2261,False,False
2250,False,False
2251,False,False
2215,False,False
4919,False,False
7948,True,False
9268,False,False
345,False,False
2257,False,False
2011,False,False
2255,False,False
2260,False,False
2010,False,False
338,False,False
441,False,False
547,False,False
8893,False,False
9331,False,False
16,False,False
9393,False,False
2259,False,False
9335,True,False
6917,False,False
4329,False,False
687,False,False
411,False,False
8338,True,False
269,False,False
2009,False,False
4731,False,False
6708,False,False
2006,False,False
440,True,False
2249,False,False
2256,False,False
7447,False,False
7765,True,False
3017,False,False
8727,False,False
8765,False,False
6683,False,False
6684,False,False
635,False,False
8301,True,False
7850,True,False
700,False,False
515,False,False
637,False,False
327,False,False
96,False,False
699,False,False
698,False,False
259,False,False
597,False,False
255,False,False
694,False,False
542,False,False
540,False,False
9359,False,False
631,False,False
4844,False,False
615,False,False
4924,False,False
697,False,False
696,False,False
630,False,False
367,True,False
285,False,False
9099,False,False
9211,False,False
8988,False,False
2964,False,False
9341,False,False
9129,False,False
665,False,False
4872,False,False
374,False,False
674,False,False
633,False,False
477,False,False
131,False,False
357,False,False
690,False,False
7950,True,False
112,False,False
526,False,False
6707,False,False
231,False,False
8760,False,False
8125,False,False
321,False,False
166,False,False
509,False,False
459,True,False
8986,False,False
5013,False,False
641,True,False
335,False,False
695,False,False
347,False,False
8717,True,False
9037,False,False
7881,True,False
361,False,False
1928,False,False
634,False,False
325,False,False
8035,True,False
9006,False,False
6685,False,False
6787,False,False
632,False,False
27,True,False
9613,False,False
484,False,False
679,False,False
7958,False,False
9285,False,False
623,False,False
624,False,False
170,False,False
172,False,False
8098,True,False
689,False,False
691,False,False
369,False,False
2187,False,False
527,False,False
7396,False,False
370,False,False
5078,True,False
271,False,False
511,True,False
671,False,False
129,False,False
7999,False,False
7766,True,False
628,True,False
7455,False,False
204,False,False
638,False,False
7508,False,False
7507,False,False
4304,False,False
8,True,False
9207,False,False
636,True,False
640,False,False
591,True,False
143,False,False
6883,False,False
4,False,False
709,False,False
707,False,False
9366,False,False
681,False,False
463,False,False
203,False,False
685,False,False
676,True,False
686,False,False
677,False,False
319,False,False
5130,True,False
1868,False,False
8142,False,False
619,False,False
711,False,False
7486,False,False
667,True,False
522,False,False
9036,False,False
272,False,False
8352,False,False
8350,False,False
629,False,False
1982,False,False
174,False,False
639,True,False
688,False,False
7855,True,False
82,False,False
326,False,False
63,False,False
66,False,False
9252,False,False
8339,True,False
394,False,False
7802,False,False
2349,False,False
7949,False,False
8056,False,False
7904,False,False
8096,True,False
8161,False,False
6955,True,False
8922,False,False
8065,True,False
8100,False,False
1921,False,False
9071,True,False
5040,True,False
6958,True,False
7885,False,False
7893,True,False
578,True,False
30,False,False
5079,True,False
5081,True,False
479,False,False
9191,False,False
9220,False,False
4761,False,False
8783,False,False
7782,True,False
393,False,False
8935,False,False
8148,False,False
8720,False,False
9188,False,False
9299,False,False
8877,False,False
8999,False,False
9540,False,False
4831,False,False
8884,True,False
9110,False,False
9120,False,False
9597,False,False
9149,False,False
9600,False,False
8806,False,False
9601,False,False
9134,False,False
8782,False,False
9620,False,False
8267,False,False
9369,False,False
8807,True,False
9598,False,False
9011,False,False
7606,False,False
122,False,False
9186,False,False
6995,False,False
9422,False,False
359,False,False
4266,False,False
3048,False,False
9085,False,False
9423,False,False
4763,False,False
6957,True,False
9052,False,False
184,False,False
7894,True,False
8855,False,False
5139,True,False
6725,False,False
4213,False,False
647,False,False
8106,True,False
8940,False,False
604,False,False
7412,False,False
5155,True,False
163,False,False
7812,False,False
9246,False,False
7517,False,False
230,False,False
120,False,False
9334,False,False
368,False,False
664,False,False
1913,False,False
663,False,False
3040,False,False
9602,False,False
8319,False,False
8723,False,False
8724,False,False
9230,False,False
8961,False,False
291,False,False
8738,True,False
9035,False,False
4774,False,False
7781,True,False
5102,False,False
9405,False,False
425,False,False
2233,False,False
8017,False,False
8138,False,False
8354,False,False
8368,True,False
8195,True,False
2232,False,False
8139,False,False
8353,False,False
8349,True,False
8060,False,False
9270,False,False
9275,False,False
8351,True,False
2986,False,False
7449,False,False
8144,False,False
8348,False,False
8146,False,False
4293,True,False
8147,False,False
8126,False,False
7836,True,False
4346,False,False
4501,False,False
4502,False,False
4499,False,False
9253,False,False
2188,False,False
9255,False,False
9070,False,False
9087,False,False
9587,False,False
4845,False,False
8235,False,False
207,False,False
3064,False,False
391,False,False
6959,True,False
506,False,False
7499,False,False
94,False,False
8296,True,False
240,False,False
6929,False,False
7028,True,False
1,True,False
644,False,False
9067,False,False
9621,False,False
5146,False,False
8263,False,False
8927,False,False
8830,False,False
8926,False,False
8929,False,False
9332,False,False
5143,False,False
556,False,False
9399,False,False
249,False,False
9360,False,False
8831,False,False
8828,False,False
659,True,False
9333,False,False
8928,False,False
9209,False,False
390,False,False
118,True,False
248,False,False
643,False,False
660,False,False
85,False,False
318,True,False
5148,False,False
5153,False,False
5141,True,False
5154,False,False
5145,False,False
5152,False,False
5150,False,False
6724,False,False
404,False,False
3066,False,False
5149,True,False
2968,False,False
7813,True,False
5151,False,False
5142,False,False
1880,False,False
452,False,False
